doi,annee,titre,revue,citations,decision,motif,confiance,resume_present,preprint,source
10.1128/msphere.00058-25,2025.0,Multiscale ecological boundaries and microbial community coalescence in host-associated microbiota,Msphere,1,include,"Cadre conceptuel hybrides-microbiote comme frontière écologique, pertinent pour framing (i) et (iii)",0.75,True,False,s2
10.1038/nature25019,2017.0,Moving beyond microbiome-wide associations to causal microbe identification,Nature,217,exclude,"Mouse colitis microbiome causal study, not hybridization zone/host genetics, unrelated to fish hybrid microbiota",0.95,True,False,s2
10.22541/au.158801945.58822703,2020.0,The effects of host genetic architecture on the gut microbiome composition of Chinook salmon (Oncorhynchus tshawytscha),,0,include,"Chinook salmon hybrid stocks, gut 16S microbiome, host genetic architecture/heritability across families and populations",0.85,True,False,s2
10.1016/j.rvsc.2021.01.021,2021.0,Changes of gut microbiota in pregnant sows induced by 5-Aminolevulinic acid.,Research in Veterinary Science,10,exclude,"Aquaculture/livestock feed additive study, pigs are hybrid breed incidentally, no evolutionary or host-genetic hybridization question",0.97,True,False,s2
10.3390/foods14213734,2025.0,Coral dealbatus Crude Polysaccharide Attenuates Fat Accumulation and Intestinal Flora Disorders in Mice Fed with a High-Fat Diet,Foods,1,exclude,"Hybrid vegetable polysaccharide, mouse HFD model; agronomic/health application, not host-hybrid microbiote evolutionary study",0.97,True,False,s2
10.1128/spectrum.03404-22,2022.0,Diurnal Variation of Epiphytic Microbiota: an Unignorable Factor Affecting the Anaerobic Fermentation Characteristics of Sorghum-Sudangrass Hybrid Silage,Microbiology spectrum,10,exclude,"Agronomic silage fermentation study of crop hybrid, no host-microbiota evolutionary or hybridization-zone question",0.97,True,False,s2
10.2174/0115748936403743251111091822,2026.0,Intestinal Flora Disease Prediction Based on Global Hybrid Dilated Convolution,Current Bioinformatics,0,exclude,"Human clinical gut microbiome disease prediction algorithm, unrelated to hybridization or host genetics",0.98,True,False,s2
10.1111/ppl.71016,2026.0,Leaf Fungal Microbiome Is Modulated by Interspecific Hybridization Events Between Coffea Species,Physiologia Plantarum : An International Journal for Plant Biology,0,exclude,"Coffea cultivated hybrids studied for fungal microbiome, not natural hybridization zone; agronomic species context, not wild fish/animal hybridization",0.75,True,False,s2
10.3389/fmicb.2026.1852554,2026.0,Differential shaping of equine gut microbiota structure and function by breed and feeding regimen,Frontiers in Microbiology,0,exclude,"Domestic horse hybrids from crossbreeding, not natural hybridization zone; no fish tissue compartments or continuous hybrid index",0.88,True,False,"openalex,s2"
10.1016/j.tplants.2024.07.018,2024.0,Molecular concepts to explain heterosis in crops.,Trends in Plant Science,43,exclude,"Crop heterosis review focused on agronomic yield/molecular genetics, not natural hybrid zone host-microbiome study",0.9,True,False,s2
10.1111/ibi.70046,2026.0,Family templates and trophic filtering shape passerine gut microbiota with scale‐dependent phylosymbiosis,Ibis,0,exclude,"Phylosymbiosis across bird species/families, not hybridization zones or hybrid microbiota comparison",0.93,True,False,s2
10.1371/journal.pone.0089130,2014.0,High-Level Recombinant Human Lysozyme Expressed in Milk of Transgenic Pigs Can Inhibit the Growth of Escherichia coli in the Duodenum and Influence Intestinal Morphology of Sucking Pigs,PLoS ONE,31,exclude,"Transgenic pig lysozyme study, not natural hybridization zone or host-microbiome genetics of hybrids",0.97,True,False,s2
10.3390/molecules31050895,2026.0,Major Low-Molecular-Weight Metabolites from Freshwater Aquatic Macrophytes: Ecological Aspects,Molecules,0,exclude,"Plant metabolomics of aquatic macrophytes, not host microbiome, hybridization microbiota, or fish tissue microbiome question",0.97,True,False,"openalex,s2"
10.1021/acsinfecdis.9b00365,2020.0,Cariogenic Streptococcus mutans Produces Tetramic Acid Strain-Specific Antibiotics That Impair Commensal Colonization,ACS Infectious Diseases,53,exclude,"Human oral microbiome/dental caries bacterial biosynthesis study, unrelated to hybridization or fish host genetics",0.98,True,False,s2
10.1186/s12870-025-07468-9,2025.0,Beyond genotype: the influence of developmental stage on rice rhizospheric microbiome-metabolome networks,BMC Plant Biology,4,exclude,"Rice rhizosphere microbiome study, agronomic focus on yield/growth traits, not host-associated evolutionary hybridization question",0.9,True,False,s2
10.1152/physiolgenomics.00008.2025,2025.0,Differences in the bacterial communities along the intestinal tract of juvenile channel (Ictalurus punctatus) and hybrid (I. punctatus × I. furcatus) catfish.,Physiological Genomics,2,exclude,"Aquaculture hybrid catfish production context, not natural hybrid zone or evolutionary host-microbiota genetics question",0.85,True,False,s2
10.3389/fcimb.2024.1377225,2024.0,Vaginal microbiota molecular profiling and diagnostic performance of artificial intelligence-assisted multiplex PCR testing in women with bacterial vaginosis: a single-center experience,Frontiers in Cellular and Infection Microbiology,7,exclude,"Human clinical vaginal microbiota diagnostic study, unrelated to hybridization or host genetics/hybrids",0.98,True,False,s2
10.31395/2415-8240-2020-97-1-7-16,2020.0,Formation of the microbiota of the rhizosphere of spelt wheat and intermediate wheatgrass and biological activity of podzolized chernozem,Collected Works of Uman National University of Horticulture,0,exclude,"Rhizosphere soil microbiota of wheat crops, agronomic focus, no animal hybrid zone or host genetics",0.98,True,False,s2
10.1109/icciaa68481.2026.11544042,2026.0,Artificial Intelligence for Microbiome Inference and Functional Prediction,2026 2nd International Conference on Computational Intelligence Approaches and Applications (ICCIAA),0,exclude,"AI review of human clinical microbiome methods, no hybridization, host genetics, or fish tissue comparison",0.98,True,False,s2
10.2147/ijn.s607382,2026.0,"Nanobiotic-Enhanced Probiotics for Targeted Gut Delivery: Mechanisms, Therapeutic Applications, and Translational Challenges",International Journal of Nanomedicine,1,exclude,"Human clinical probiotic nanotechnology review, unrelated to host hybridization or genetic microbiome control",0.98,True,False,s2
10.63657/nijfaq/13.2.25.013,2025.0,Dietary Effect of Negro Pepper (Xylopia aethiopica) Supplementation on the Gut Health of Hybrid African Catfish (Clarias gariepinus x Heterobranchus bidorsallis),Nigerian Journal of Fisheries and Aquaculture,0,exclude,"Aquaculture feed additive study on gut health/growth, not natural hybridization or host genetics vs microbiota",0.97,True,False,s2
10.12731/2658-6649-2025-17-6-2-1555,2025.0,Microbiological study of wounds and large intestine of sturgeons using β‑cyclodextrin complex with levofloxacin,Siberian Journal of Life Sciences and Agriculture,0,exclude,"Aquaculture wound treatment study with antibiotics, no hybridization zone or host-genetics microbiome question",0.97,True,False,s2
10.1016/j.psj.2025.105289,2025.0,Multiomics analysis uncovers host-microbiota interactions regulate hybrid vigor traits in geese,Poultry Science,3,exclude,"Aquaculture/breeding hybrid vigor study, not natural hybridization zone; applied poultry production focus",0.9,True,False,s2
10.3390/fermentation11080480,2025.0,Decoding Forage-Driven Microbial–Metabolite Patterns: A Multi-Omics Comparison of Eight Tropical Silage Crops,Fermentation,5,exclude,"Silage fermentation/agronomic microbiome study, no hybridization host-microbiome or holobiont evolutionary question",0.97,True,False,s2
10.1117/12.3095697,2025.0,Integrating random forest and SHAP analysis to uncover gut microbial dynamics across growth stages in hybrid sturgeon,International Conference on Biomedicine and Bioinformatics Engineering,0,exclude,"Aquaculture growth/feeding study on hybrid sturgeon gut microbiota, no natural hybrid zone or host genetics link",0.95,True,False,s2
10.1002/advs.76598,2026.0,Hollow Cu2O Nanozymes Enhance Probiotic Therapy for Colitis via Redox Homeostasis and TXNIP/NLRP3 Inflammasome Inhibition,Advancement of science,0,exclude,"Clinical colitis nanozyme/probiotic study in mice, unrelated to host hybridization or hybrid microbiome",0.98,True,False,s2
10.1016/j.envres.2022.115095,2022.0,Residential greenness and air pollution's association with nasal microbiota among asthmatic children.,Environmental Research,14,exclude,"Human clinical nasal microbiota study, no hybridization or host genetics link",0.98,True,False,s2
10.1126/sciadv.aef1760,2026.0,Energy-assisted CRISPR cleavage and probiotic vesicle signaling platform: Microbiome reprogramming for homeostasis,Science Advances,0,exclude,"CRISPR probiotic vesicle therapeutic for oral pathogen, unrelated to hybridization or host-microbiome evolutionary genetics",0.98,True,False,s2
10.3389/fcimb.2021.784153,2021.0,Effect of Cavity Cleanser With Long-Term Antibacterial and Anti-Proteolytic Activities on Resin–Dentin Bond Stability,Frontiers in Cellular and Infection Microbiology,15,exclude,"Dental resin-dentin bonding and oral bacteria study, unrelated to fish hybrid zones or host-microbiome genetics",0.98,True,False,s2
10.22146/jfs.95268,2024.0,"Oral Probiotics Modulate the Gut Microbiome, Nutrient Transport Gene Expression, and Growth of Hybrid Tilapia (Oreochromis sp.) Fed with Black Soldier Fly (Hermetia illucens)",Jurnal Perikanan Universitas Gadjah Mada,2,exclude,"Aquaculture probiotic/growth study on hybrid tilapia, no hybridization zone or host-genetic microbiome question",0.97,True,False,s2
10.1158/1538-7445.mvc2020-b34,2020.0,Abstract B34: The ALPK1/TIFA/NF-kB axis links a bacterial carcinogen to replication stress and DNA damage,Cancer Research,0,exclude,"H. pylori cancer mechanism study, human clinical context, unrelated to fish hybridization or host genetics",0.98,True,False,s2
10.1016/j.micres.2023.127593,2023.0,Impact of epizootics on mussel farms: Insights into microbiota composition of Mytilus species.,Microbiology Research,13,exclude,"Aquaculture disease/mortality study in farmed mussels, not natural hybrid zone or host genetic control of microbiome",0.85,True,False,s2
10.17179/excli2026-9423,2026.0,"Ultra-processed food exposure and health outcomes: Current evidence, controversies, and future perspectives",EXCLI Journal : Experimental and Clinical Sciences,0,exclude,"Human nutrition/UPF health review, no hybridization, no fish microbiota, no host genetics link",0.98,True,False,s2
10.3390/ani13050893,2023.0,Eating Quality of Pork from Entire Male Pigs after Dietary Supplementation with Hydrolysable Tannins,Animals,1,exclude,"Aquaculture/livestock feed study on boar taint, no hybridization or host-microbiota evolutionary framework",0.97,True,False,s2
10.1556/030.2026.02911,2026.0,Exploring the gut-lung axis in post-liver transplant acute lung injury: A multi-omics approach.,Acta Microbiologica et Immunologica Hungarica,0,exclude,"Human clinical liver transplant/gut-lung axis study, unrelated to hybridization or host genetics in fish",0.98,True,False,s2
10.1093/cdn/nzac069.043,2022.0,Unraveling the Prebiotic Effects of Phenolic Compounds Towards Probiotic Gut Bacteria via Metabolomics,Current Developments in Nutrition,0,exclude,"In vitro gut bacteria metabolomics with dietary polyphenols; no hybridization, host genetics, or hybrid zone relevance",0.98,True,False,s2
10.1007/s00284-025-04137-w,2025.0,Enhancing Growth and Modulation of Gut Microbiota in Red Hybrid Tilapia (Oreochromis sp.) with Host-Associated Leuconostoc lactis as Feed Additive,Current Microbiology,2,exclude,"Aquaculture probiotic/growth study on hybrid tilapia, no evolutionary host-genetics microbiome question",0.9,False,False,s2
10.1016/j.aqrep.2023.101581,2023.0,Hybrids with heterosis possess a more diverse intestinal microbiome than that of carnivorous and herbivorous parental fishes in controlled conditions,Aquaculture Reports,9,unclear,"Titre pertinent (hybrides poissons, microbiote intestinal) mais abstract absent, contexte contrôlé pas zone naturelle",0.55,False,False,s2
10.37925/0039-713x-2024-7-49-52,2024.0,BIOCHEMICAL MARKERS OF PIG HEALTH AND PRODUCTIVITY ON THE BACKGROUND OF NON-ANTIBIOTICS IMMUNOMODULATORS BASED ON CHITOSAN. REVIEW,PIG-BREEDING,0,exclude,"Aquaculture/livestock feed additive study on pig productivity, not evolutionary host-microbiome hybridization research",0.98,True,False,s2
10.1016/j.jenvman.2018.08.023,2018.0,Application of hybrid anaerobic reactor: Treatment of increasing cyanide containing effluents and microbial composition identification.,Journal of Environmental Management,16,exclude,"Wastewater bioreactor microbiology, not host microbiome or animal hybridization study",0.98,True,False,s2
